202;1630;VK817384;1630;VK817384;CATEGORIA0;;1;1;0;1;;CAMISA INJECTOR+ O´RINGS Y17DT / Y17DTL;CAMISA INJECTOR+ O´RINGS Y17DT / Y17DTL;0;;
202;1630;VKCL-TO40960-1S1;1630;VKCLTO409601S1;CATEGORIA0;;1;1;0;1;;CAMISA;CAMISA;0;;
202;1630;VKEB-ISR4521-STD;1630;VKEB-ISR4521-STD;CATEGORIA0;;1;1;0;1;;BRONZES BIELA;BRONZES BIELA;0;;
202;1630;VKEB-MIT7800-STD;1630;VKEB-MIT7800-STD;CATEGORIA0;;1;1;0;1;;JG. ANILHAS CAMBOTA;JG. ANILHAS CAMBOTA;0;;
202;1630;VKEB-RNR4867-STD;1630;VKEB-RNR4867-STD;CATEGORIA0;;1;1;0;1;;CASQUILHOS;CASQUILHOS;0;;
202;1630;VKEB-RNT2972-STD;1630;VKEB-RNT2972-STD;CATEGORIA0;;1;1;0;1;;ANILHAS;ANILHAS;0;;
202;1630;VKEB-TOC9412-STD;1630;VKEB-TOC9412-STD;CATEGORIA0;;1;1;0;1;;BRONZES APOIO;BRONZES APOIO;0;;
202;1630;VKEB-TOR9410-STD;1630;VKEB-TOR9410-STD;CATEGORIA0;;1;1;0;1;;BRONZES BIELA;BRONZES BIELA;0;;
202;1630;VKEB-TOR9492-STD;1630;VKEB-TOR9492-STD;CATEGORIA0;;1;1;0;1;;BRONZES BIELA;BRONZES BIELA;0;;
202;1630;VKEBMIR6032-STD;1630;VKEBMIR6032-STD;CATEGORIA0;;1;1;0;1;;JG. BRONZES;JG. BRONZES;0;;
202;1630;VKHSTO60940-3D0;1630;VKHSTO60940-3D0;CATEGORIA0;;1;1;0;1;;JUNTAS DESCARBONIZAÇÃO;JUNTAS DESCARBONIZAÇÃO;0;;
202;1630;VKLK-IS40930-1SA;1630;VKLK-IS40930-1SA;CATEGORIA0;;1;1;0;1;;KIT CAMISAS ISUZU;KIT CAMISAS ISUZU;0;;
202;1630;VKPK;1630;VKPK-410802B-050;CATEGORIA0;;1;1;0;1;;JG. PISTONS/SEGMENTOS;JG. PISTONS/SEGMENTOS;0;;
202;1630;VKPK-408541B-050;1630;VKPK-408541B-050;CATEGORIA0;;1;1;0;1;;KIT PISTOES KIA CARNIVAL 2.2 CRDI - D4HB (0.50);KIT PISTOES KIA CARNIVAL 2.2 CRDI - D4HB (0.50);0;;
202;1630;VKPK-408602B-STD;1630;VKPK-408602B-STD;CATEGORIA0;;1;1;0;1;;KIT PISTOES;KIT PISTOES;0;;
202;1630;VKPK-409203A-STD;1630;VKPK409203ASTD;CATEGORIA0;;1;1;0;1;;KIT PISTÓES STD;KIT PISTÓES STD;0;;
202;1630;VKPK-409505B-STD;1630;VKPK-409505B-STD;CATEGORIA0;;1;1;0;1;;KIT PISTOES;KIT PISTOES;0;;
202;1630;VKPK-409507B-050;1630;VKPK-409507B-050;CATEGORIA0;;1;1;0;1;;KIT PISTOES;KIT PISTOES;0;;
202;1630;VKPK-409605B-050;1630;VKPK-409605B-050;CATEGORIA0;;1;1;0;1;;KIT PISTOES;KIT PISTOES;0;;
202;1630;VKPK-409608B-050;1630;VKPK409608B-050;CATEGORIA0;;1;1;0;1;;KIT PISTOES NISSAN;KIT PISTOES NISSAN;0;;
202;1630;VKPK-40960EA-STD;1630;VKPK40960EASTD;CATEGORIA0;;1;1;0;1;;KIT PISTOES STD NISSAN;KIT PISTOES STD NISSAN;0;;
202;1630;VKPK-409851B-STD;1630;VKPK-409851B-STD;CATEGORIA0;;1;1;0;1;;KIT PISTÕES;KIT PISTÕES;0;;
202;1630;VKPK-410406B-STD;1630;VKPK-410406B-STD;CATEGORIA0;;1;1;0;1;;KIT PISTOES;KIT PISTOES;0;;
202;1630;VKPK409502A050;1630;VKPK409502A050;CATEGORIA0;;1;1;0;1;;KIT PISTOES;KIT PISTOES;0;;
202;1630;VKPKN408402B-050;1630;VKPKN408402B-050;CATEGORIA0;;1;1;0;1;;KIT PISTÕES M9R 780 (CAV. 32MM) 0,50;KIT PISTÕES M9R 780 (CAV. 32MM) 0,50;0;;
202;1630;VKPKN408402B-STD;1630;VKPKN408402B-STD;CATEGORIA0;;1;1;0;1;;KIT PISTOES;KIT PISTOES;0;;
202;1630;VKPKN409294B-050;1630;VKPKN409294B-050;CATEGORIA0;;1;1;0;1;;KIT CAMISAS + PISTÕES 0,50;KIT CAMISAS + PISTÕES 0,50;0;;
202;1630;VKPKT410801A-050;1630;VKPKT410801A-050;CATEGORIA0;;1;1;0;1;;KIT PISTOES (CAVA 48.70MM);KIT PISTOES (CAVA 48.70MM);0;;
202;1630;VKPRM409502D-050;1630;VKPRM409502D-050;CATEGORIA0;;1;1;0;1;;JG. SEGMENTOS;JG. SEGMENTOS;0;;
202;1630;VKPRO408401D-STD;1630;VKPRO408401D-STD;CATEGORIA0;;1;1;0;1;;JG. SEGMENTOS;JG. SEGMENTOS;0;;
202;1630;VKPRT609402D-STD;1630;VKPRT609402D-STD;CATEGORIA0;;1;1;0;1;;JG.SEGMENTOS;JG.SEGMENTOS;0;;
202;1630;VKRAIS007;1630;VKRAIS007;CATEGORIA0;;1;1;0;1;;MARTELO ISUZU;MARTELO ISUZU;0;;
202;1630;VPM05063;1630;VPM05063;CATEGORIA0;;1;1;0;1;;BRONZES APOIO;BRONZES APOIO;0;;
204;1300;400 0444 10;1300;400044410;CATEGORIA0;;1;1;0;1;;KIT FERRAMENTAS INA;KIT FERRAMENTAS INA;0;;
204;1300;400 0478 10;1300;400047810;CATEGORIA0;;1;1;0;1;;KIT FERRAMENTAS INA;KIT FERRAMENTAS INA;0;;
204;1300;400 0479 10;1300;400047910;CATEGORIA0;;1;1;0;1;;KIT FERRAMENTAS INA;KIT FERRAMENTAS INA;0;;
204;1300;400 0577 10;1300;400057710;CATEGORIA0;;1;1;0;1;;KIT FERRAMENTAS INA;KIT FERRAMENTAS INA;0;;
204;1300;400 0588 10;1300;400058810;CATEGORIA0;;1;1;0;1;;KIT FERRAMENTAS INA;KIT FERRAMENTAS INA;0;;
204;1300;420 0001 10;1300;420000110;CATEGORIA0;;1;1;0;1;;TOUCHES (+);TOUCHES (+);0;;
204;1300;420 0002 10;1300;420000210;CATEGORIA0;;1;1;0;1;;TOUCHE;TOUCHE;0;;
204;1300;420 0003 10;1300;420000310;CATEGORIA0;;1;1;0;1;;TOUCHE;TOUCHE;0;;
204;1300;420 0010 10;1300;420001010;CATEGORIA0;;1;1;0;1;;TOUCHE;TOUCHE;0;;
204;1300;420 0014 10;1300;420001410;CATEGORIA0;;1;1;0;1;;TOUCHE OPEL;TOUCHE OPEL;0;;
204;1300;420 0015 10;1300;420001510;CATEGORIA0;;1;1;0;1;;TOUCHES FORD;TOUCHES FORD;0;;
